date,location,new_cases
2021-02-12,Lichtenberg,41
2021-02-13,Lichtenberg,5
2021-02-14,Lichtenberg,0
2021-02-15,Lichtenberg,48
2021-02-16,Lichtenberg,41
2021-02-17,Lichtenberg,45
2021-02-18,Lichtenberg,28
2021-02-19,Lichtenberg,16
2021-02-20,Lichtenberg,33
2021-02-21,Lichtenberg,0
2021-02-22,Lichtenberg,18
2021-02-23,Lichtenberg,29
2021-02-24,Lichtenberg,21
2021-02-25,Lichtenberg,23
2021-02-26,Lichtenberg,40
2021-02-27,Lichtenberg,32
2021-02-28,Lichtenberg,0
2021-03-01,Lichtenberg,52
2021-03-02,Lichtenberg,43
2021-03-03,Lichtenberg,25
2021-03-04,Lichtenberg,28
2021-03-05,Lichtenberg,45
2021-03-06,Lichtenberg,28
2021-03-07,Lichtenberg,0
2021-03-08,Lichtenberg,0
2021-03-09,Lichtenberg,53
2021-03-10,Lichtenberg,36
2021-03-11,Lichtenberg,55
2021-03-12,Lichtenberg,29
2021-03-13,Lichtenberg,42
2021-03-14,Lichtenberg,0
2021-03-15,Lichtenberg,55
2021-03-16,Lichtenberg,47
2021-03-17,Lichtenberg,39
2021-03-18,Lichtenberg,87
2021-03-19,Lichtenberg,7
2021-03-20,Lichtenberg,40
2021-03-21,Lichtenberg,0
2021-03-22,Lichtenberg,119
2021-03-23,Lichtenberg,95
2021-03-24,Lichtenberg,61
2021-03-25,Lichtenberg,72
2021-03-26,Lichtenberg,56
2021-03-27,Lichtenberg,84
2021-03-28,Lichtenberg,0
2021-03-29,Lichtenberg,49
2021-03-30,Lichtenberg,83
2021-03-31,Lichtenberg,104
2021-04-01,Lichtenberg,49
2021-04-02,Lichtenberg,0
2021-04-03,Lichtenberg,119
2021-04-04,Lichtenberg,12
2021-04-05,Lichtenberg,35
2021-04-06,Lichtenberg,67
2021-04-07,Lichtenberg,62
2021-04-08,Lichtenberg,75
2021-04-09,Lichtenberg,59
2021-04-10,Lichtenberg,60
2021-04-11,Lichtenberg,0
2021-04-12,Lichtenberg,87
2021-04-13,Lichtenberg,66
2021-04-14,Lichtenberg,108
2021-04-15,Lichtenberg,104
2021-04-16,Lichtenberg,59
2021-04-17,Lichtenberg,64
2021-04-18,Lichtenberg,0
2021-04-19,Lichtenberg,100
2021-04-20,Lichtenberg,103
2021-04-21,Lichtenberg,73
2021-04-22,Lichtenberg,68
2021-04-23,Lichtenberg,44
2021-04-24,Lichtenberg,78
2021-04-25,Lichtenberg,0
2021-04-26,Lichtenberg,86
2021-04-27,Lichtenberg,54
2021-04-28,Lichtenberg,71
2021-04-29,Lichtenberg,59
2021-04-30,Lichtenberg,42
2021-05-01,Lichtenberg,0
2021-05-02,Lichtenberg,0
2021-05-03,Lichtenberg,96
2021-05-04,Lichtenberg,76
2021-05-05,Lichtenberg,54
2021-05-06,Lichtenberg,68
2021-05-07,Lichtenberg,63
2021-05-08,Lichtenberg,0
2021-05-09,Lichtenberg,0
2021-05-10,Lichtenberg,71
2021-05-11,Lichtenberg,43
2021-05-12,Lichtenberg,57
2021-05-13,Lichtenberg,1
2021-05-14,Lichtenberg,43
2021-05-15,Lichtenberg,0
2021-05-16,Lichtenberg,0
2021-05-17,Lichtenberg,81
2021-05-18,Lichtenberg,41
2021-05-19,Lichtenberg,26
2021-05-20,Lichtenberg,10
2021-05-21,Lichtenberg,41
2021-05-22,Lichtenberg,8
2021-05-23,Lichtenberg,0
2021-05-24,Lichtenberg,0
2021-05-25,Lichtenberg,26
2021-05-26,Lichtenberg,19
2021-05-27,Lichtenberg,22
2021-05-28,Lichtenberg,21
2021-05-29,Lichtenberg,0
2021-05-30,Lichtenberg,0
2021-05-31,Lichtenberg,17
2021-06-01,Lichtenberg,17
2021-06-02,Lichtenberg,16
2021-06-03,Lichtenberg,8
2021-06-04,Lichtenberg,6
2021-06-05,Lichtenberg,2
2021-06-06,Lichtenberg,0
2021-06-07,Lichtenberg,4
2021-06-08,Lichtenberg,5
2021-06-09,Lichtenberg,6
2021-06-10,Lichtenberg,11
2021-06-11,Lichtenberg,2
2021-06-12,Lichtenberg,0
2021-06-13,Lichtenberg,0
2021-06-14,Lichtenberg,5
2021-06-15,Lichtenberg,7
2021-06-16,Lichtenberg,10
2021-06-17,Lichtenberg,1
2021-06-18,Lichtenberg,1
2021-06-19,Lichtenberg,0
2021-06-20,Lichtenberg,0
2021-06-21,Lichtenberg,6
2021-06-22,Lichtenberg,4
2021-06-23,Lichtenberg,1
2021-06-24,Lichtenberg,4
2021-06-25,Lichtenberg,3
2021-06-26,Lichtenberg,0
2021-06-27,Lichtenberg,0
2021-06-28,Lichtenberg,1
2021-06-29,Lichtenberg,6
2021-06-30,Lichtenberg,2
2021-07-01,Lichtenberg,1
2021-07-02,Lichtenberg,2
2021-07-03,Lichtenberg,0
2021-07-04,Lichtenberg,0
2021-07-05,Lichtenberg,2
2021-07-06,Lichtenberg,2
2021-07-07,Lichtenberg,0
2021-07-08,Lichtenberg,2
2021-07-09,Lichtenberg,2
2021-07-10,Lichtenberg,0
2021-07-11,Lichtenberg,0
2021-07-12,Lichtenberg,10
2021-07-13,Lichtenberg,6
2021-07-14,Lichtenberg,14
2021-07-15,Lichtenberg,4
2021-07-16,Lichtenberg,8
2021-07-17,Lichtenberg,0
2021-07-18,Lichtenberg,0
2021-07-19,Lichtenberg,8
2021-07-20,Lichtenberg,15
2021-07-21,Lichtenberg,8
2021-07-22,Lichtenberg,9
2021-07-23,Lichtenberg,7
2021-07-24,Lichtenberg,0
2021-07-25,Lichtenberg,0
2021-07-26,Lichtenberg,10
2021-07-27,Lichtenberg,10
2021-07-28,Lichtenberg,13
2021-07-29,Lichtenberg,12
2021-07-30,Lichtenberg,10
2021-07-31,Lichtenberg,0
2021-08-01,Lichtenberg,0
2021-08-02,Lichtenberg,22
2021-08-03,Lichtenberg,17
2021-08-04,Lichtenberg,26
2021-08-05,Lichtenberg,14
2021-08-06,Lichtenberg,8
2021-08-07,Lichtenberg,0
2021-08-08,Lichtenberg,0
2021-08-09,Lichtenberg,42
2021-08-10,Lichtenberg,23
2021-08-11,Lichtenberg,30
2021-08-12,Lichtenberg,22
2021-08-13,Lichtenberg,36
2021-08-14,Lichtenberg,0
2021-08-15,Lichtenberg,0
2021-08-16,Lichtenberg,46
2021-08-17,Lichtenberg,43
2021-08-18,Lichtenberg,19
2021-08-19,Lichtenberg,32
2021-08-20,Lichtenberg,31
2021-08-21,Lichtenberg,0
2021-08-22,Lichtenberg,0
2021-08-23,Lichtenberg,61
2021-08-24,Lichtenberg,37
2021-08-25,Lichtenberg,33
2021-08-26,Lichtenberg,50
2021-08-27,Lichtenberg,15
2021-08-28,Lichtenberg,0
2021-08-29,Lichtenberg,0
2021-08-30,Lichtenberg,19
2021-08-31,Lichtenberg,71
2021-09-01,Lichtenberg,51
2021-09-02,Lichtenberg,40
2021-09-03,Lichtenberg,22
2021-09-04,Lichtenberg,0
2021-09-05,Lichtenberg,0
2021-09-06,Lichtenberg,38
2021-09-07,Lichtenberg,40
2021-09-08,Lichtenberg,58
2021-09-09,Lichtenberg,45
2021-09-10,Lichtenberg,21
2021-09-11,Lichtenberg,0
2021-09-12,Lichtenberg,0
2021-09-13,Lichtenberg,47
2021-09-14,Lichtenberg,34
2021-09-15,Lichtenberg,55
2021-09-16,Lichtenberg,24
2021-09-17,Lichtenberg,13
2021-09-18,Lichtenberg,0
2021-09-19,Lichtenberg,0
2021-09-20,Lichtenberg,64
2021-09-21,Lichtenberg,29
2021-09-22,Lichtenberg,27
2021-09-23,Lichtenberg,29
2021-09-24,Lichtenberg,19
2021-09-25,Lichtenberg,0
2021-09-26,Lichtenberg,0
2021-09-27,Lichtenberg,45
2021-09-28,Lichtenberg,30
2021-09-29,Lichtenberg,25
2021-09-30,Lichtenberg,37
2021-10-01,Lichtenberg,25
2021-10-02,Lichtenberg,0
2021-10-03,Lichtenberg,0
2021-10-04,Lichtenberg,54
2021-10-05,Lichtenberg,40
2021-10-06,Lichtenberg,42
2021-10-07,Lichtenberg,38
2021-10-08,Lichtenberg,33
2021-10-09,Lichtenberg,0
2021-10-10,Lichtenberg,0
2021-10-11,Lichtenberg,82
2021-10-12,Lichtenberg,37
2021-10-13,Lichtenberg,35
2021-10-14,Lichtenberg,33
2021-10-15,Lichtenberg,44
2021-10-16,Lichtenberg,0
2021-10-17,Lichtenberg,0
2021-10-18,Lichtenberg,84
2021-10-19,Lichtenberg,55
2021-10-20,Lichtenberg,51
2021-10-21,Lichtenberg,42
2021-10-22,Lichtenberg,49
2021-10-23,Lichtenberg,0
2021-10-24,Lichtenberg,0
2021-10-25,Lichtenberg,95
2021-10-26,Lichtenberg,62
2021-10-27,Lichtenberg,80
2021-10-28,Lichtenberg,61
2021-10-29,Lichtenberg,83
2021-10-30,Lichtenberg,0
2021-10-31,Lichtenberg,0
2021-11-01,Lichtenberg,134
2021-11-02,Lichtenberg,107
2021-11-03,Lichtenberg,116
2021-11-04,Lichtenberg,118
2021-11-05,Lichtenberg,101
2021-11-06,Lichtenberg,0
2021-11-07,Lichtenberg,0
2021-11-08,Lichtenberg,187
2021-11-09,Lichtenberg,142
2021-11-10,Lichtenberg,207
2021-11-11,Lichtenberg,41
2021-11-12,Lichtenberg,27
2021-11-13,Lichtenberg,0
2021-11-14,Lichtenberg,0
2021-11-15,Lichtenberg,314
2021-11-16,Lichtenberg,225
2021-11-17,Lichtenberg,200
2021-11-18,Lichtenberg,292
2021-11-19,Lichtenberg,53
2021-11-20,Lichtenberg,0
2021-11-21,Lichtenberg,0
2021-11-22,Lichtenberg,241
2021-11-23,Lichtenberg,244
2021-11-24,Lichtenberg,188
2021-11-25,Lichtenberg,166
2021-11-26,Lichtenberg,246
2021-11-27,Lichtenberg,0
2021-11-28,Lichtenberg,0
2021-11-29,Lichtenberg,335
2021-11-30,Lichtenberg,125
2021-12-01,Lichtenberg,309
2021-12-02,Lichtenberg,125
2021-12-03,Lichtenberg,159
2021-12-04,Lichtenberg,0
2021-12-05,Lichtenberg,0
2021-12-06,Lichtenberg,188
2021-12-07,Lichtenberg,275
2021-12-08,Lichtenberg,213
2021-12-09,Lichtenberg,202
2021-12-10,Lichtenberg,184
2021-12-11,Lichtenberg,14
2021-12-12,Lichtenberg,0
2021-12-13,Lichtenberg,185
2021-12-14,Lichtenberg,145
2021-12-15,Lichtenberg,185
2021-12-16,Lichtenberg,153
2021-12-17,Lichtenberg,132
2021-12-18,Lichtenberg,0
2021-12-19,Lichtenberg,0
2021-12-20,Lichtenberg,325
2021-12-21,Lichtenberg,248
2021-12-22,Lichtenberg,290
2021-12-23,Lichtenberg,178
2021-12-24,Lichtenberg,0
2021-12-25,Lichtenberg,0
2021-12-26,Lichtenberg,0
2021-12-27,Lichtenberg,240
2021-12-28,Lichtenberg,157
2021-12-29,Lichtenberg,94
2021-12-30,Lichtenberg,194
2021-12-31,Lichtenberg,0
2022-01-01,Lichtenberg,1
2022-01-02,Lichtenberg,0
2022-01-03,Lichtenberg,387
2022-01-04,Lichtenberg,448
2022-01-05,Lichtenberg,371
2022-01-06,Lichtenberg,395
2022-01-07,Lichtenberg,447
2022-01-08,Lichtenberg,147
2022-01-09,Lichtenberg,0
2022-01-10,Lichtenberg,463
2022-01-11,Lichtenberg,459
2022-01-12,Lichtenberg,639
2022-01-13,Lichtenberg,460
2022-01-14,Lichtenberg,469
2022-01-15,Lichtenberg,148
2022-01-16,Lichtenberg,0
2022-01-17,Lichtenberg,843
2022-01-18,Lichtenberg,557
2022-01-19,Lichtenberg,669
2022-01-20,Lichtenberg,782
2022-01-21,Lichtenberg,678
2022-01-22,Lichtenberg,372
2022-01-23,Lichtenberg,0
2022-01-24,Lichtenberg,567
2022-01-25,Lichtenberg,617
2022-01-26,Lichtenberg,818
2022-01-27,Lichtenberg,820
2022-01-28,Lichtenberg,1056
2022-01-29,Lichtenberg,583
2022-01-30,Lichtenberg,0
2022-01-31,Lichtenberg,892
2022-02-01,Lichtenberg,1255
2022-02-02,Lichtenberg,1142
2022-02-03,Lichtenberg,1229
2022-02-04,Lichtenberg,1056
2022-02-05,Lichtenberg,100
2022-02-06,Lichtenberg,0
2022-02-07,Lichtenberg,895
2022-02-08,Lichtenberg,1257
2022-02-09,Lichtenberg,1070
2022-02-10,Lichtenberg,754
2022-02-11,Lichtenberg,827
2022-02-12,Lichtenberg,149
2022-02-13,Lichtenberg,0
2022-02-14,Lichtenberg,711
2022-02-15,Lichtenberg,1032
2022-02-16,Lichtenberg,751
2022-02-17,Lichtenberg,737
2022-02-18,Lichtenberg,1186
2022-02-19,Lichtenberg,295
2022-02-20,Lichtenberg,0
2022-02-21,Lichtenberg,1087
2022-02-22,Lichtenberg,1254
2022-02-23,Lichtenberg,1385
2022-02-24,Lichtenberg,1236
2022-02-25,Lichtenberg,821
2022-02-26,Lichtenberg,191
2022-02-27,Lichtenberg,0
2022-02-28,Lichtenberg,317
2022-03-01,Lichtenberg,191
2022-03-02,Lichtenberg,329
2022-03-03,Lichtenberg,398
2022-03-04,Lichtenberg,328
2022-03-05,Lichtenberg,81
2022-03-06,Lichtenberg,0
2022-03-07,Lichtenberg,128
2022-03-08,Lichtenberg,144
2022-03-09,Lichtenberg,165
2022-03-10,Lichtenberg,276
2020-03-03,Steglitz-Zehlendorf,0
2020-03-04,Steglitz-Zehlendorf,0
2020-03-05,Steglitz-Zehlendorf,0
2020-03-06,Steglitz-Zehlendorf,0
2020-03-07,Steglitz-Zehlendorf,0
2020-03-08,Steglitz-Zehlendorf,0
2020-03-09,Steglitz-Zehlendorf,2
2020-03-10,Steglitz-Zehlendorf,4
2020-03-11,Steglitz-Zehlendorf,6
2020-03-12,Steglitz-Zehlendorf,6
2020-03-13,Steglitz-Zehlendorf,4
2020-03-14,Steglitz-Zehlendorf,6
2020-03-15,Steglitz-Zehlendorf,3
2020-03-16,Steglitz-Zehlendorf,6
2020-03-17,Steglitz-Zehlendorf,6
2020-03-18,Steglitz-Zehlendorf,10
2020-03-19,Steglitz-Zehlendorf,13
2020-03-20,Steglitz-Zehlendorf,11
2020-03-21,Steglitz-Zehlendorf,15
2020-03-22,Steglitz-Zehlendorf,3
2020-03-23,Steglitz-Zehlendorf,6
2020-03-24,Steglitz-Zehlendorf,9
2020-03-25,Steglitz-Zehlendorf,8
2020-03-26,Steglitz-Zehlendorf,19
2020-03-27,Steglitz-Zehlendorf,6
2020-03-28,Steglitz-Zehlendorf,40
2020-03-29,Steglitz-Zehlendorf,12
2020-03-30,Steglitz-Zehlendorf,8
2020-03-31,Steglitz-Zehlendorf,27
2020-04-01,Steglitz-Zehlendorf,24
2020-04-02,Steglitz-Zehlendorf,19
2020-04-03,Steglitz-Zehlendorf,18
2020-04-04,Steglitz-Zehlendorf,11
2020-04-05,Steglitz-Zehlendorf,4
2020-04-06,Steglitz-Zehlendorf,12
2020-04-07,Steglitz-Zehlendorf,17
2020-04-08,Steglitz-Zehlendorf,16
2020-04-09,Steglitz-Zehlendorf,13
2020-04-10,Steglitz-Zehlendorf,9
2020-04-11,Steglitz-Zehlendorf,15
2020-04-12,Steglitz-Zehlendorf,4
2020-04-13,Steglitz-Zehlendorf,8
2020-04-14,Steglitz-Zehlendorf,5
2020-04-15,Steglitz-Zehlendorf,5
2020-04-16,Steglitz-Zehlendorf,3
2020-04-17,Steglitz-Zehlendorf,10
2020-04-18,Steglitz-Zehlendorf,3
2020-04-19,Steglitz-Zehlendorf,3
2020-04-20,Steglitz-Zehlendorf,0
2020-04-21,Steglitz-Zehlendorf,3
2020-04-22,Steglitz-Zehlendorf,6
2020-04-23,Steglitz-Zehlendorf,4
2020-04-24,Steglitz-Zehlendorf,1
2020-04-25,Steglitz-Zehlendorf,1
2020-04-26,Steglitz-Zehlendorf,1
2020-04-27,Steglitz-Zehlendorf,5
2020-04-28,Steglitz-Zehlendorf,7
2020-04-29,Steglitz-Zehlendorf,4
2020-04-30,Steglitz-Zehlendorf,1
2020-05-01,Steglitz-Zehlendorf,2
2020-05-02,Steglitz-Zehlendorf,2
2020-05-03,Steglitz-Zehlendorf,3
2020-05-04,Steglitz-Zehlendorf,8
2020-05-05,Steglitz-Zehlendorf,2
2020-05-06,Steglitz-Zehlendorf,1
2020-05-07,Steglitz-Zehlendorf,9
2020-05-08,Steglitz-Zehlendorf,0
2020-05-09,Steglitz-Zehlendorf,0
2020-05-10,Steglitz-Zehlendorf,1
2020-05-11,Steglitz-Zehlendorf,1
2020-05-12,Steglitz-Zehlendorf,0
2020-05-13,Steglitz-Zehlendorf,4
2020-05-14,Steglitz-Zehlendorf,2
2020-05-15,Steglitz-Zehlendorf,1
2020-05-16,Steglitz-Zehlendorf,2
2020-05-17,Steglitz-Zehlendorf,0
2020-05-18,Steglitz-Zehlendorf,3
2020-05-19,Steglitz-Zehlendorf,1
2020-05-20,Steglitz-Zehlendorf,2
2020-05-21,Steglitz-Zehlendorf,0
2020-05-22,Steglitz-Zehlendorf,1
2020-05-23,Steglitz-Zehlendorf,1
2020-05-24,Steglitz-Zehlendorf,0
2020-05-25,Steglitz-Zehlendorf,6
2020-05-26,Steglitz-Zehlendorf,0
2020-05-27,Steglitz-Zehlendorf,1
2020-05-28,Steglitz-Zehlendorf,0
2020-05-29,Steglitz-Zehlendorf,2
2020-05-30,Steglitz-Zehlendorf,0
2020-05-31,Steglitz-Zehlendorf,2
2020-06-01,Steglitz-Zehlendorf,0
2020-06-02,Steglitz-Zehlendorf,1
2020-06-03,Steglitz-Zehlendorf,7
2020-06-04,Steglitz-Zehlendorf,0
2020-06-05,Steglitz-Zehlendorf,0
2020-06-06,Steglitz-Zehlendorf,2
2020-06-07,Steglitz-Zehlendorf,0
2020-06-08,Steglitz-Zehlendorf,2
2020-06-09,Steglitz-Zehlendorf,1
2020-06-10,Steglitz-Zehlendorf,0
2020-06-11,Steglitz-Zehlendorf,2
2020-06-12,Steglitz-Zehlendorf,2
2020-06-13,Steglitz-Zehlendorf,2
2020-06-14,Steglitz-Zehlendorf,0
2020-06-15,Steglitz-Zehlendorf,1
2020-06-16,Steglitz-Zehlendorf,1
2020-06-17,Steglitz-Zehlendorf,0
2020-06-18,Steglitz-Zehlendorf,3
2020-06-19,Steglitz-Zehlendorf,1
2020-06-20,Steglitz-Zehlendorf,2
2020-06-21,Steglitz-Zehlendorf,0
2020-06-22,Steglitz-Zehlendorf,2
2020-06-23,Steglitz-Zehlendorf,3
2020-06-24,Steglitz-Zehlendorf,0
2020-06-25,Steglitz-Zehlendorf,2
2020-06-26,Steglitz-Zehlendorf,6
2020-06-27,Steglitz-Zehlendorf,0
2020-06-28,Steglitz-Zehlendorf,0
2020-06-29,Steglitz-Zehlendorf,0
2020-06-30,Steglitz-Zehlendorf,1
2020-07-01,Steglitz-Zehlendorf,1
2020-07-02,Steglitz-Zehlendorf,2
2020-07-03,Steglitz-Zehlendorf,0
2020-07-04,Steglitz-Zehlendorf,1
2020-07-05,Steglitz-Zehlendorf,0
2020-07-06,Steglitz-Zehlendorf,2
2020-07-07,Steglitz-Zehlendorf,2
2020-07-08,Steglitz-Zehlendorf,1
2020-07-09,Steglitz-Zehlendorf,1
2020-07-10,Steglitz-Zehlendorf,4
2020-07-11,Steglitz-Zehlendorf,0
2020-07-12,Steglitz-Zehlendorf,0
2020-07-13,Steglitz-Zehlendorf,1
2020-07-14,Steglitz-Zehlendorf,1
2020-07-15,Steglitz-Zehlendorf,2
2020-07-16,Steglitz-Zehlendorf,2
2020-07-17,Steglitz-Zehlendorf,2
2020-07-18,Steglitz-Zehlendorf,3
2020-07-19,Steglitz-Zehlendorf,0
2020-07-20,Steglitz-Zehlendorf,5
2020-07-21,Steglitz-Zehlendorf,3
2020-07-22,Steglitz-Zehlendorf,0
2020-07-23,Steglitz-Zehlendorf,1
2020-07-24,Steglitz-Zehlendorf,3
2020-07-25,Steglitz-Zehlendorf,2
2020-07-26,Steglitz-Zehlendorf,0
2020-07-27,Steglitz-Zehlendorf,1
2020-07-28,Steglitz-Zehlendorf,2
2020-07-29,Steglitz-Zehlendorf,2
2020-07-30,Steglitz-Zehlendorf,0
2020-07-31,Steglitz-Zehlendorf,5
2020-08-01,Steglitz-Zehlendorf,3
2020-08-02,Steglitz-Zehlendorf,0
2020-08-03,Steglitz-Zehlendorf,2
2020-08-04,Steglitz-Zehlendorf,4
2020-08-05,Steglitz-Zehlendorf,2
2020-08-06,Steglitz-Zehlendorf,4
2020-08-07,Steglitz-Zehlendorf,1
2020-08-08,Steglitz-Zehlendorf,1
2020-08-09,Steglitz-Zehlendorf,0
2020-08-10,Steglitz-Zehlendorf,0
2020-08-11,Steglitz-Zehlendorf,3
2020-08-12,Steglitz-Zehlendorf,3
2020-08-13,Steglitz-Zehlendorf,2
2020-08-14,Steglitz-Zehlendorf,2
2020-08-15,Steglitz-Zehlendorf,0
2020-08-16,Steglitz-Zehlendorf,0
2020-08-17,Steglitz-Zehlendorf,5
2020-08-18,Steglitz-Zehlendorf,11
2020-08-19,Steglitz-Zehlendorf,9
2020-08-20,Steglitz-Zehlendorf,9
2020-08-21,Steglitz-Zehlendorf,6
2020-08-22,Steglitz-Zehlendorf,4
2020-08-23,Steglitz-Zehlendorf,0
2020-08-24,Steglitz-Zehlendorf,10
2020-08-25,Steglitz-Zehlendorf,5
2020-08-26,Steglitz-Zehlendorf,4
2020-08-27,Steglitz-Zehlendorf,3
2020-08-28,Steglitz-Zehlendorf,9
2020-08-29,Steglitz-Zehlendorf,2
2020-08-30,Steglitz-Zehlendorf,1
2020-08-31,Steglitz-Zehlendorf,4
2020-09-01,Steglitz-Zehlendorf,7
2020-09-02,Steglitz-Zehlendorf,4
2020-09-03,Steglitz-Zehlendorf,5
2020-09-04,Steglitz-Zehlendorf,7
2020-09-05,Steglitz-Zehlendorf,6
2020-09-06,Steglitz-Zehlendorf,0
2020-09-07,Steglitz-Zehlendorf,5
2020-09-08,Steglitz-Zehlendorf,3
2020-09-09,Steglitz-Zehlendorf,1
2020-09-10,Steglitz-Zehlendorf,8
2020-09-11,Steglitz-Zehlendorf,4
2020-09-12,Steglitz-Zehlendorf,3
2020-09-13,Steglitz-Zehlendorf,0
2020-09-14,Steglitz-Zehlendorf,2
2020-09-15,Steglitz-Zehlendorf,4
2020-09-16,Steglitz-Zehlendorf,14
2020-09-17,Steglitz-Zehlendorf,10
2020-09-18,Steglitz-Zehlendorf,17
2020-09-19,Steglitz-Zehlendorf,0
2020-09-20,Steglitz-Zehlendorf,0
2020-09-21,Steglitz-Zehlendorf,11
2020-09-22,Steglitz-Zehlendorf,8
2020-09-23,Steglitz-Zehlendorf,21
2020-09-24,Steglitz-Zehlendorf,18
2020-09-25,Steglitz-Zehlendorf,8
2020-09-26,Steglitz-Zehlendorf,2
2020-09-27,Steglitz-Zehlendorf,0
2020-09-28,Steglitz-Zehlendorf,8
2020-09-29,Steglitz-Zehlendorf,11
2020-09-30,Steglitz-Zehlendorf,8
2020-10-01,Steglitz-Zehlendorf,28
2020-10-02,Steglitz-Zehlendorf,10
2020-10-03,Steglitz-Zehlendorf,8
2020-10-04,Steglitz-Zehlendorf,11
2020-10-05,Steglitz-Zehlendorf,27
2020-10-06,Steglitz-Zehlendorf,24
2020-10-07,Steglitz-Zehlendorf,33
2020-10-08,Steglitz-Zehlendorf,17
2020-10-09,Steglitz-Zehlendorf,32
2020-10-10,Steglitz-Zehlendorf,12
2020-10-11,Steglitz-Zehlendorf,17
2020-10-12,Steglitz-Zehlendorf,32
2020-10-13,Steglitz-Zehlendorf,30
2020-10-14,Steglitz-Zehlendorf,15
2020-10-15,Steglitz-Zehlendorf,53
2020-10-16,Steglitz-Zehlendorf,44
2020-10-17,Steglitz-Zehlendorf,24
2020-10-18,Steglitz-Zehlendorf,14
2020-10-19,Steglitz-Zehlendorf,42
2020-10-20,Steglitz-Zehlendorf,41
2020-10-21,Steglitz-Zehlendorf,31
2020-10-22,Steglitz-Zehlendorf,38
2020-10-23,Steglitz-Zehlendorf,89
2020-10-24,Steglitz-Zehlendorf,1
2020-10-25,Steglitz-Zehlendorf,60
2020-10-26,Steglitz-Zehlendorf,79
2020-10-27,Steglitz-Zehlendorf,82
2020-10-28,Steglitz-Zehlendorf,93
2020-10-29,Steglitz-Zehlendorf,53
2020-10-30,Steglitz-Zehlendorf,101
2020-10-31,Steglitz-Zehlendorf,23
2020-11-01,Steglitz-Zehlendorf,0
2020-11-02,Steglitz-Zehlendorf,79
2020-11-03,Steglitz-Zehlendorf,86
2020-11-04,Steglitz-Zehlendorf,39
2020-11-05,Steglitz-Zehlendorf,91
2020-11-06,Steglitz-Zehlendorf,97
2020-11-07,Steglitz-Zehlendorf,53
2020-11-08,Steglitz-Zehlendorf,1
2020-11-09,Steglitz-Zehlendorf,100
2020-11-10,Steglitz-Zehlendorf,97
2020-11-11,Steglitz-Zehlendorf,58
2020-11-12,Steglitz-Zehlendorf,78
2020-11-13,Steglitz-Zehlendorf,54
2020-11-14,Steglitz-Zehlendorf,62
2020-11-15,Steglitz-Zehlendorf,139
2020-11-16,Steglitz-Zehlendorf,122
2020-11-17,Steglitz-Zehlendorf,134
2020-11-18,Steglitz-Zehlendorf,110
2020-11-19,Steglitz-Zehlendorf,117
2020-11-20,Steglitz-Zehlendorf,101
2020-11-21,Steglitz-Zehlendorf,52
2020-11-22,Steglitz-Zehlendorf,38
2020-11-23,Steglitz-Zehlendorf,58
2020-11-24,Steglitz-Zehlendorf,102
2020-11-25,Steglitz-Zehlendorf,94
2020-11-26,Steglitz-Zehlendorf,88
2020-11-27,Steglitz-Zehlendorf,47
2020-11-28,Steglitz-Zehlendorf,37
2020-11-29,Steglitz-Zehlendorf,54
2020-11-30,Steglitz-Zehlendorf,58
2020-12-01,Steglitz-Zehlendorf,67
2020-12-02,Steglitz-Zehlendorf,84
2020-12-03,Steglitz-Zehlendorf,107
2020-12-04,Steglitz-Zehlendorf,95
2020-12-05,Steglitz-Zehlendorf,68
2020-12-06,Steglitz-Zehlendorf,34
2020-12-07,Steglitz-Zehlendorf,109
2020-12-08,Steglitz-Zehlendorf,125
2020-12-09,Steglitz-Zehlendorf,144
2020-12-10,Steglitz-Zehlendorf,119
2020-12-11,Steglitz-Zehlendorf,136
2020-12-12,Steglitz-Zehlendorf,73
2020-12-13,Steglitz-Zehlendorf,35
2020-12-14,Steglitz-Zehlendorf,81
2020-12-15,Steglitz-Zehlendorf,105
2020-12-16,Steglitz-Zehlendorf,107
2020-12-17,Steglitz-Zehlendorf,131
2020-12-18,Steglitz-Zehlendorf,87
2020-12-19,Steglitz-Zehlendorf,19
2020-12-20,Steglitz-Zehlendorf,130
2020-12-21,Steglitz-Zehlendorf,95
2020-12-22,Steglitz-Zehlendorf,131
2020-12-23,Steglitz-Zehlendorf,103
2020-12-24,Steglitz-Zehlendorf,123
2020-12-25,Steglitz-Zehlendorf,42
2020-12-26,Steglitz-Zehlendorf,80
2020-12-27,Steglitz-Zehlendorf,71
2020-12-28,Steglitz-Zehlendorf,108
2020-12-29,Steglitz-Zehlendorf,75
2020-12-30,Steglitz-Zehlendorf,94
2020-12-31,Steglitz-Zehlendorf,44
2021-01-01,Steglitz-Zehlendorf,43
2021-01-02,Steglitz-Zehlendorf,39
2021-01-03,Steglitz-Zehlendorf,49
2021-01-04,Steglitz-Zehlendorf,37
2021-01-05,Steglitz-Zehlendorf,65
2021-01-06,Steglitz-Zehlendorf,64
2021-01-07,Steglitz-Zehlendorf,68
2021-01-08,Steglitz-Zehlendorf,95
2021-01-09,Steglitz-Zehlendorf,64
2021-01-10,Steglitz-Zehlendorf,42
2021-01-11,Steglitz-Zehlendorf,57
2021-01-12,Steglitz-Zehlendorf,56
2021-01-13,Steglitz-Zehlendorf,67
2021-01-14,Steglitz-Zehlendorf,76
